time,lat,long,vel,acc,rel_vel,rel_pos,date_time,acc_change,vel_change,is_oscillating,is_wave,num_oscillations
1720234724.6415436,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.641543,0.0,0.0,False,False,0.0
1720234724.6656322,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.665632,0.0,0.0,False,False,0.0
1720234724.6815042,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.681504,0.0,0.0,False,False,0.0
1720234724.681517,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.681516,0.0,0.0,False,False,0.0
1720234724.693984,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.693984,0.0,0.0,False,False,0.0
1720234724.7136364,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.713636,0.0,0.0,False,False,0.0
1720234724.7176156,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.717615,0.0,0.0,False,False,0.0
1720234724.721599,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.721599,0.0,0.0,False,False,0.0
1720234724.7574613,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.757461,0.0,0.0,False,False,0.0
1720234724.7615528,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.761552,0.0,0.0,False,False,0.0
1720234724.7655694,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.765569,0.0,0.0,False,False,0.0
1720234724.7937305,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.793730,0.0,0.0,False,False,0.0
1720234724.7975264,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.797526,0.0,0.0,False,False,0.0
1720234724.801587,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.801587,0.0,0.0,False,False,0.0
1720234724.813798,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.813797,0.0,0.0,False,False,0.0
1720234724.8375533,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.837553,0.0,0.0,False,False,0.0
1720234724.8415391,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.841539,0.0,0.0,False,False,0.0
1720234724.865606,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.865606,0.0,0.0,False,False,0.0
1720234724.8776224,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.877622,0.0,0.0,False,False,0.0
1720234724.8815982,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.881598,0.0,0.0,False,False,0.0
1720234724.8935535,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.893553,0.0,0.0,False,False,0.0
1720234724.9136028,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.913602,0.0,0.0,False,False,0.0
1720234724.9176128,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.917612,0.0,0.0,False,False,0.0
1720234724.9215505,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.921550,0.0,0.0,False,False,0.0
1720234724.9575317,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.957531,0.0,0.0,False,False,0.0
1720234724.9616413,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.961641,0.0,0.0,False,False,0.0
1720234724.965649,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.965648,0.0,0.0,False,False,0.0
1720234724.9935057,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.993505,0.0,0.0,False,False,0.0
1720234724.9976208,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.997620,0.0,0.0,False,False,0.0
1720234725.0016167,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.001616,0.0,0.0,False,False,0.0
1720234725.0139935,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.013993,0.0,0.0,False,False,0.0
1720234725.0415144,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.041514,0.0,0.0,False,False,0.0
1720234725.0415268,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.041526,0.0,0.0,False,False,0.0
1720234725.0656571,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.065657,0.0,0.0,False,False,0.0
1720234725.0776467,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.077646,0.0,0.0,False,False,0.0
1720234725.0815983,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.081598,0.0,0.0,False,False,0.0
1720234725.0934887,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.093488,0.0,0.0,False,False,0.0
1720234725.1136644,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.113664,0.0,0.0,False,False,0.0
1720234725.121573,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.121572,0.0,0.0,False,False,0.0
1720234725.1215749,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.121574,0.0,0.0,False,False,0.0
1720234725.1575053,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.157505,0.0,0.0,False,False,0.0
1720234725.161576,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.161576,0.0,0.0,False,False,0.0
1720234725.1656406,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.165640,0.0,0.0,False,False,0.0
1720234725.193549,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.193548,0.0,0.0,False,False,0.0
1720234725.1975584,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.197558,0.0,0.0,False,False,0.0
1720234725.2015817,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.201581,0.0,0.0,False,False,0.0
1720234725.213679,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.213679,0.0,0.0,False,False,0.0
1720234725.2376645,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.237664,0.0,0.0,False,False,0.0
1720234725.241608,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.241607,0.0,0.0,False,False,0.0
1720234725.2656326,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.265632,0.0,0.0,False,False,0.0
1720234725.277632,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.277631,0.0,0.0,False,False,0.0
1720234725.28153,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.281529,0.0,0.0,False,False,0.0
1720234725.2936838,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.293683,0.0,0.0,False,False,0.0
1720234725.31365,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.313649,0.0,0.0,False,False,0.0
1720234725.3176637,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.317663,0.0,0.0,False,False,0.0
1720234725.321541,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.321541,0.0,0.0,False,False,0.0
1720234725.3574965,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.357496,0.0,0.0,False,False,0.0
1720234725.3615367,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.361536,0.0,0.0,False,False,0.0
1720234725.3655913,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.365591,0.0,0.0,False,False,0.0
1720234725.3937063,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.393706,0.0,0.0,False,False,0.0
1720234725.3975174,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.397517,0.0,0.0,False,False,0.0
1720234725.401574,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.401573,0.0,0.0,False,False,0.0
1720234725.4138846,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.413884,0.0,0.0,False,False,0.0
1720234725.4375715,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.437571,0.0,0.0,False,False,0.0
1720234725.441609,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.441608,0.0,0.0,False,False,0.0
1720234725.4656372,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.465637,0.0,0.0,False,False,0.0
1720234725.4815187,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.481518,0.0,0.0,False,False,0.0
1720234725.4815671,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.481567,0.0,0.0,False,False,0.0
1720234725.4939408,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.493940,0.0,0.0,False,False,0.0
1720234725.5136557,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.513655,0.0,0.0,False,False,0.0
1720234725.5176394,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:45.517639,0.0,0.0,False,False,0.0
1720234725.5215838,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.521583,0.0,0.0,False,False,0.0
1720234725.561676,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.561676,0.0,0.0,False,False,0.0
1720234725.5657656,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.565765,0.0,0.0,False,False,0.0
1720234725.5659282,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.565928,0.0,0.0,False,False,0.0
1720234725.593646,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.593646,0.0,0.0,False,False,0.0
1720234725.5976648,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.597664,0.0,0.0,False,False,0.0
1720234725.6017685,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.601768,0.0,0.0,False,False,0.0
1720234725.6136854,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.613685,0.0,0.0,False,False,0.0
1720234725.637674,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.637674,0.0,0.0,False,False,0.0
1720234725.6416135,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:45.641613,0.0,0.0,False,False,0.0
